car_model;price;year_model;kms;color;fueltype
Chevrolet Sail ;$50.000.000;2017;235.000;Amarillo;Gasolina
Chevrolet Sail 1.4 Lt 5 p;$22.000.000;2013;173.000;Gris;Gasolina
Chevrolet Sail 1.4 Ls;$28.500.000;2014;108.300;Color not found;Gasolina
Chevrolet Sail 1.4 Ls;$23.400.000;2014;105.000;Color not found;Gasolina
Chevrolet Sail 1.4 Ls;$34.000.000;2019;36.000;Color not found;Gasolina
Chevrolet Sail 1.4 Ltz;$33.000.000;2017;103.000;Blanco;Gasolina
Chevrolet Sail 1.4 Ls;$36.700.000;2018;25.749;Color not found;Gasolina
Chevrolet Sail 1.4 Ls Mecánica;$32.900.000;2017;45.278;Rojo;Gasolina
Chevrolet Sail 1.4 Lt 5 p;$28.000.000;2014;111.000;Rojo;Gasolina
Chevrolet Sail 1.4 Ls;$26.900.000;2014;124.000;Gris;Gasolina
Chevrolet Sail 1.4 Ltz;$34.000.000;2017;106.500;Gris;Gasolina
Chevrolet Sail 1.4 Ltz;$34.000.000;2017;116.500;Plateado;Gasolina
Chevrolet Sail 1.4 Ls;$24.000.000;2013;100.000;Rojo;Gasolina
Chevrolet Sail 1.4l Mecánica;$39.000.000;2019;25.954;Gris;Gasolina
Chevrolet Sail 1.4 Ltz;$32.000.000;2015;90.209;Color not found;Gasolina
Chevrolet Sail 1.4 Ls;$28.900.000;2014;106.000;Gris;Gasolina
Chevrolet Sail 1.4 Ltz Sport;$30.000.000;2015;97.700;Plateado;Gasolina
Chevrolet Sail 1.4 Ls;$30.000.000;2016;139.000;Negro;Gasolina
Chevrolet Sail 1.4 Ls;$31.500.000;2017;119.000;Blanco;Gasolina
